User Name,Order of Submission (1=first),Final Score,Question 1 text,Question 2 text,Question 3 text,Question 4 text,Question 5 text,Question 6 text,Question 7 text,Question 8 text,Question 9 text,Question 10 text,Question 11 text,Question 12 text,Question 13 text,Question 14 text,Question 15 text,Question 16 text,Question 17 text,Question 18 text,Question 19 text,Question 20 text,Question 21 text,Question 22 text,Question 23 text,Question 24 text,Question 25 text,Question 26 text,Question 27 text,Question 28 text,Question 29 text,Question 30 text,Question 31 text,Question 32 text,Question 33 text,Question 34 text
User203,1,0,Very confident,9 - 12 hours per week,All 26,All of them,A few times a week,4 - About Right,4 - About Right,6 - Agree,6 - Agree,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,On Piazza,No Answer,3 - Occasionally,2 - Rarely,3 - Occasionally,3 - Occasionally,4 - Frequently,3 - Occasionally,4 - Frequently,2 - Rarely,4 - Frequently,5 - Always,Never,Never,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User78,1,0,Neither confident nor unconfident,18 - 21 hours per week,All 26,All of them,Multiple times daily,5 - A Little Too Fast,4 - About Right,7 - Strongly Agree,6 - Agree,6 - Agree,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,On Piazza|Via E-Mail,No Answer,2 - Rarely,1 - Never,3 - Occasionally,4 - Frequently,4 - Frequently,3 - Occasionally,3 - Occasionally,1 - Never,4 - Frequently,2 - Rarely,Frequently,Never,4 - About the Same as other OMS classes,7 - Enormously Better than non-OMS online classes.,6 - Significantly Better than other college courses.,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User204,1,0,Somewhat confident,15 - 18 hours per week,All 26,All of them,Multiple times daily,4 - About Right,4 - About Right,7 - Strongly Agree,6 - Agree,6 - Agree,7 - Strongly Agree,6 - Agree,6 - Agree,On Piazza|Via E-Mail,No Answer,3 - Occasionally,1 - Never,5 - Always,3 - Occasionally,3 - Occasionally,4 - Frequently,3 - Occasionally,2 - Rarely,4 - Frequently,3 - Occasionally,Frequently,Never,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User371,1,0,Somewhat confident,9 - 12 hours per week,20 to 25,Most of them,Once per day,4 - About Right,5 - A Little Too Hard,5 - Agree Slightly,5 - Agree Slightly,5 - Agree Slightly,5 - Agree Slightly,4 - Neither Agree nor Disagree,2 - Disagree,On Piazza,No Answer,1 - Never,3 - Occasionally,2 - Rarely,1 - Never,4 - Frequently,1 - Never,4 - Frequently,1 - Never,4 - Frequently,4 - Frequently,Never,Never,4 - About the Same as other OMS classes,N/A - I have not taken any non-OMS online classes.,4 - About the Same as other college courses.,4 - About the Same as other OMS classes,N/A - I have not taken any non-OMS online classes.,4 - About the Same as other college courses.,5 - Good
User205,1,0,Somewhat unconfident,9 - 12 hours per week,All 26,Most of them,A couple times a month,5 - A Little Too Fast,5 - A Little Too Hard,1 - Strongly Disagree,6 - Agree,6 - Agree,2 - Disagree,4 - Neither Agree nor Disagree,5 - Agree Slightly,On Piazza|Via E-Mail|Via the OMS Facebook page,No Answer,3 - Occasionally,4 - Frequently,1 - Never,1 - Never,3 - Occasionally,3 - Occasionally,4 - Frequently,2 - Rarely,3 - Occasionally,1 - Never,Never,Never,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,6 - Significantly Better than other college courses.,3 - Not Quite as Good as other OMS classes,5 - A Little Better than non-OMS online classes.,3 - Not Quite as Good as other college courses.,2 - Very Poor
User206,1,0,Neither confident nor unconfident,6 - 9 hours per week,20 to 25,Around half of them,A few times a week,4 - About Right,3 - A Little Too Easy,3 - Disagree Slightly,2 - Disagree,2 - Disagree,2 - Disagree,4 - Neither Agree nor Disagree,2 - Disagree,On Piazza|Via E-Mail,No Answer,1 - Never,3 - Occasionally,2 - Rarely,2 - Rarely,3 - Occasionally,4 - Frequently,2 - Rarely,4 - Frequently,3 - Occasionally,2 - Rarely,Never,Occasionally,1 - Not Nearly as Good as other OMS classes,3 - Not Quite as Good as non-OMS online classes.,3 - Not Quite as Good as other college courses.,1 - Not Nearly as Good as other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,3 - Poor
User208,1,0,Neither confident nor unconfident,9 - 12 hours per week,All 26,Most of them,A few times a week,5 - A Little Too Fast,4 - About Right,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,6 - Agree,6 - Agree,6 - Agree,On Piazza,No Answer,3 - Occasionally,4 - Frequently,2 - Rarely,2 - Rarely,4 - Frequently,3 - Occasionally,2 - Rarely,4 - Frequently,3 - Occasionally,2 - Rarely,Never,Never,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,5 - A Little Better than other college courses.,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Very Good
User41,1,0,Very confident,3 - 6 hours per week,All 26,All of them,Once per week,4 - About Right,4 - About Right,6 - Agree,6 - Agree,5 - Agree Slightly,7 - Strongly Agree,6 - Agree,6 - Agree,On Piazza|Meeting in Person,No Answer,1 - Never,1 - Never,4 - Frequently,1 - Never,2 - Rarely,4 - Frequently,4 - Frequently,1 - Never,4 - Frequently,5 - Always,Never,Never,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User48,1,0,Neither confident nor unconfident,6 - 9 hours per week,All 26,None of them,Multiple times daily,5 - A Little Too Fast,3 - A Little Too Easy,5 - Agree Slightly,1 - Strongly Disagree,1 - Strongly Disagree,6 - Agree,6 - Agree,5 - Agree Slightly,On Piazza,No Answer,1 - Never,2 - Rarely,2 - Rarely,1 - Never,3 - Occasionally,1 - Never,1 - Never,5 - Always,1 - Never,2 - Rarely,Never,Always,2 - Not as Good as other OMS classes,3 - Not Quite as Good as non-OMS online classes.,3 - Not Quite as Good as other college courses.,1 - Not Nearly as Good as other OMS classes,2 - Not as Good as non-OMS online classes.,2 - Not as Good as other college courses.,3 - Poor
User80,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User81,1,0,Somewhat confident,21 or more hours per week,All 26,All of them,A few times a week,6 - Too Fast,6 - Too Hard,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,5 - Agree Slightly,7 - Strongly Agree,On Piazza|Via E-Mail|Meeting in Person,No Answer,1 - Never,2 - Rarely,3 - Occasionally,2 - Rarely,3 - Occasionally,2 - Rarely,4 - Frequently,1 - Never,4 - Frequently,5 - Always,Never,Never,5 - A Little Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,5 - A Little Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User82,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User326,1,0,Somewhat confident,18 - 21 hours per week,All 26,All of them,A couple times a month,5 - A Little Too Fast,5 - A Little Too Hard,7 - Strongly Agree,6 - Agree,5 - Agree Slightly,6 - Agree,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,On Piazza|Via the OMS Google Plus group,No Answer,1 - Never,2 - Rarely,2 - Rarely,2 - Rarely,4 - Frequently,1 - Never,5 - Always,1 - Never,4 - Frequently,5 - Always,Rarely,Rarely,N/A - I have not taken any other OMS classes.,N/A - I have not taken any non-OMS online classes.,7 - Enormously Better than other college courses.,N/A - I have not taken any other OMS classes.,N/A - I have not taken any non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Very Good
User327,1,0,Very confident,3 - 6 hours per week,20 to 25,Most of them,A few times a week,6 - Too Fast,3 - A Little Too Easy,3 - Disagree Slightly,3 - Disagree Slightly,3 - Disagree Slightly,4 - Neither Agree nor Disagree,5 - Agree Slightly,2 - Disagree,On Piazza,No Answer,3 - Occasionally,2 - Rarely,3 - Occasionally,1 - Never,3 - Occasionally,4 - Frequently,3 - Occasionally,3 - Occasionally,3 - Occasionally,1 - Never,Never,Never,3 - Not Quite as Good as other OMS classes,N/A - I have not taken any non-OMS online classes.,2 - Not as Good as other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,3 - Poor
User83,1,0,Neither confident nor unconfident,6 - 9 hours per week,All 26,All of them,A few times a week,5 - A Little Too Fast,5 - A Little Too Hard,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,5 - Agree Slightly,6 - Agree,On Piazza|Meeting in Person,No Answer,1 - Never,3 - Occasionally,2 - Rarely,1 - Never,3 - Occasionally,2 - Rarely,3 - Occasionally,1 - Never,3 - Occasionally,5 - Always,Never,Never,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User84,1,0,Somewhat unconfident,12 - 15 hours per week,20 to 25,Most of them,Once per day,4 - About Right,4 - About Right,6 - Agree,6 - Agree,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,On Piazza|Via E-Mail,No Answer,1 - Never,3 - Occasionally,3 - Occasionally,1 - Never,4 - Frequently,2 - Rarely,4 - Frequently,2 - Rarely,3 - Occasionally,5 - Always,Occasionally,Occasionally,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Very Good
User85,1,0,Very confident,18 - 21 hours per week,All 26,All of them,A few times a week,5 - A Little Too Fast,6 - Too Hard,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,5 - Agree Slightly,7 - Strongly Agree,Other (please specify below),Skype ,1 - Never,2 - Rarely,2 - Rarely,3 - Occasionally,4 - Frequently,1 - Never,3 - Occasionally,2 - Rarely,4 - Frequently,5 - Always,Never,Rarely,7 - Enormously Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Enormously Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User210,1,0,Very unconfident,9 - 12 hours per week,15 to 20,Around half of them,Less than once a month,5 - A Little Too Fast,4 - About Right,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,4 - Neither Agree nor Disagree,6 - Agree,On Piazza,No Answer,2 - Rarely,4 - Frequently,1 - Never,3 - Occasionally,4 - Frequently,2 - Rarely,2 - Rarely,1 - Never,4 - Frequently,3 - Occasionally,Never,Never,7 - Enormously Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Enormously Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User211,1,0,Somewhat confident,15 - 18 hours per week,All 26,Most of them,A few times a week,5 - A Little Too Fast,5 - A Little Too Hard,6 - Agree,6 - Agree,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,7 - Strongly Agree,On Piazza,No Answer,1 - Never,1 - Never,2 - Rarely,3 - Occasionally,5 - Always,2 - Rarely,2 - Rarely,2 - Rarely,4 - Frequently,1 - Never,Never,Never,N/A - I have not taken any other OMS classes.,N/A - I have not taken any non-OMS online classes.,7 - Enormously Better than other college courses.,N/A - I have not taken any other OMS classes.,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Very Good
User212,1,0,Somewhat unconfident,9 - 12 hours per week,All 26,All of them,A few times a week,4 - About Right,4 - About Right,3 - Disagree Slightly,2 - Disagree,3 - Disagree Slightly,5 - Agree Slightly,6 - Agree,5 - Agree Slightly,On Piazza,No Answer,3 - Occasionally,4 - Frequently,2 - Rarely,1 - Never,4 - Frequently,2 - Rarely,3 - Occasionally,1 - Never,4 - Frequently,5 - Always,Never,Never,2 - Not as Good as other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User213,1,0,Somewhat confident,12 - 15 hours per week,All 26,All of them,Once per day,4 - About Right,4 - About Right,6 - Agree,6 - Agree,6 - Agree,6 - Agree,5 - Agree Slightly,7 - Strongly Agree,On Piazza|Via E-Mail,No Answer,2 - Rarely,2 - Rarely,2 - Rarely,1 - Never,3 - Occasionally,2 - Rarely,3 - Occasionally,1 - Never,4 - Frequently,5 - Always,Rarely,Never,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,7 - Excellent
User25,1,0,Neither confident nor unconfident,21 or more hours per week,All 26,Most of them,A few times a week,4 - About Right,5 - A Little Too Hard,6 - Agree,6 - Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,On Piazza,No Answer,3 - Occasionally,2 - Rarely,2 - Rarely,4 - Frequently,4 - Frequently,3 - Occasionally,4 - Frequently,2 - Rarely,3 - Occasionally,1 - Never,Frequently,Never,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User214,1,0,Somewhat confident,12 - 15 hours per week,20 to 25,All of them,Once per day,5 - A Little Too Fast,4 - About Right,4 - Neither Agree nor Disagree,7 - Strongly Agree,5 - Agree Slightly,7 - Strongly Agree,7 - Strongly Agree,5 - Agree Slightly,On Piazza|Via E-Mail,No Answer,1 - Never,2 - Rarely,1 - Never,1 - Never,1 - Never,2 - Rarely,2 - Rarely,1 - Never,4 - Frequently,5 - Always,Never,Never,N/A - I have not taken any other OMS classes.,5 - A Little Better than non-OMS online classes.,6 - Significantly Better than other college courses.,N/A - I have not taken any other OMS classes.,5 - A Little Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User33,1,0,Very confident,15 - 18 hours per week,All 26,All of them,Multiple times daily,4 - About Right,4 - About Right,7 - Strongly Agree,6 - Agree,6 - Agree,7 - Strongly Agree,5 - Agree Slightly,4 - Neither Agree nor Disagree,On Piazza,No Answer,1 - Never,1 - Never,1 - Never,5 - Always,3 - Occasionally,4 - Frequently,5 - Always,1 - Never,4 - Frequently,3 - Occasionally,Never,Never,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User215,1,0,Neither confident nor unconfident,21 or more hours per week,All 26,All of them,A few times a week,4 - About Right,5 - A Little Too Hard,5 - Agree Slightly,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,3 - Disagree Slightly,4 - Neither Agree nor Disagree,3 - Disagree Slightly,On Piazza|Via E-Mail,No Answer,1 - Never,4 - Frequently,2 - Rarely,1 - Never,4 - Frequently,2 - Rarely,4 - Frequently,1 - Never,4 - Frequently,5 - Always,Never,Never,3 - Not Quite as Good as other OMS classes,3 - Not Quite as Good as non-OMS online classes.,3 - Not Quite as Good as other college courses.,2 - Not as Good as other OMS classes,3 - Not Quite as Good as non-OMS online classes.,3 - Not Quite as Good as other college courses.,3 - Poor
User34,1,0,Very confident,6 - 9 hours per week,All 26,All of them,Multiple times daily,4 - About Right,4 - About Right,7 - Strongly Agree,7 - Strongly Agree,5 - Agree Slightly,7 - Strongly Agree,6 - Agree,5 - Agree Slightly,On Piazza,No Answer,1 - Never,3 - Occasionally,2 - Rarely,2 - Rarely,3 - Occasionally,3 - Occasionally,4 - Frequently,1 - Never,4 - Frequently,5 - Always,Frequently,Frequently,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User87,1,0,Somewhat confident,6 - 9 hours per week,10 to 15,A few of them,Once per week,4 - About Right,4 - About Right,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,5 - Agree Slightly,6 - Agree,6 - Agree,On Piazza,No Answer,4 - Frequently,3 - Occasionally,2 - Rarely,1 - Never,3 - Occasionally,4 - Frequently,2 - Rarely,3 - Occasionally,3 - Occasionally,2 - Rarely,Never,Never,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User216,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User217,1,0,Very confident,9 - 12 hours per week,All 26,All of them,Multiple times daily,4 - About Right,5 - A Little Too Hard,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,6 - Agree,6 - Agree,On Piazza,No Answer,3 - Occasionally,2 - Rarely,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,2 - Rarely,4 - Frequently,3 - Occasionally,Always,Never,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Enormously Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User218,1,0,Somewhat confident,9 - 12 hours per week,All 26,Around half of them,A few times a week,4 - About Right,4 - About Right,6 - Agree,No Answer,6 - Agree,6 - Agree,5 - Agree Slightly,6 - Agree,On Piazza,No Answer,2 - Rarely,2 - Rarely,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,3 - Occasionally,3 - Occasionally,3 - Occasionally,2 - Rarely,Frequently,Rarely,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,4 - About the Same as other college courses.,6 - Very Good
User89,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User26,1,0,Somewhat confident,15 - 18 hours per week,All 26,Most of them,Once per week,4 - About Right,5 - A Little Too Hard,7 - Strongly Agree,No Answer,6 - Agree,No Answer,6 - Agree,No Answer,Via E-Mail|Via Phone or Teleconferencing,No Answer,3 - Occasionally,No Answer,2 - Rarely,4 - Frequently,5 - Always,4 - Frequently,3 - Occasionally,2 - Rarely,No Answer,5 - Always,No Answer,Frequently,7 - Enormously Better than other OMS classes,7 - Enormously Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,N/A - I have not taken any college courses outside the OMS.,7 - Excellent
User27,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User90,1,0,Neither confident nor unconfident,15 - 18 hours per week,5 to 10,None of them,A few times a week,5 - A Little Too Fast,4 - About Right,6 - Agree,6 - Agree,6 - Agree,4 - Neither Agree nor Disagree,7 - Strongly Agree,7 - Strongly Agree,On Piazza|Via E-Mail|Via Phone or Teleconferencing|Via another chat application|Via the OMS Facebook page|Via the OMS Google Plus group,No Answer,5 - Always,3 - Occasionally,3 - Occasionally,1 - Never,4 - Frequently,1 - Never,1 - Never,4 - Frequently,2 - Rarely,2 - Rarely,Occasionally,Never,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User91,1,0,Neither confident nor unconfident,3 - 6 hours per week,All 26,Most of them,Multiple times daily,4 - About Right,4 - About Right,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,7 - Strongly Agree,On Piazza|Via HipChat,No Answer,2 - Rarely,3 - Occasionally,2 - Rarely,2 - Rarely,4 - Frequently,3 - Occasionally,4 - Frequently,2 - Rarely,4 - Frequently,2 - Rarely,Never,Rarely,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,4 - About the Same as other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User222,1,0,Neither confident nor unconfident,21 or more hours per week,All 26,All of them,Multiple times daily,4 - About Right,4 - About Right,7 - Strongly Agree,7 - Strongly Agree,1 - Strongly Disagree,7 - Strongly Agree,7 - Strongly Agree,1 - Strongly Disagree,On Piazza,No Answer,5 - Always,1 - Never,5 - Always,5 - Always,5 - Always,3 - Occasionally,3 - Occasionally,1 - Never,3 - Occasionally,5 - Always,Always,Occasionally,3 - Not Quite as Good as other OMS classes,2 - Not as Good as non-OMS online classes.,2 - Not as Good as other college courses.,2 - Not as Good as other OMS classes,2 - Not as Good as non-OMS online classes.,2 - Not as Good as other college courses.,4 - Fair
User223,1,0,Very confident,3 - 6 hours per week,All 26,All of them,Once per week,3 - A Little Too Slow,3 - A Little Too Easy,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,5 - Agree Slightly,5 - Agree Slightly,5 - Agree Slightly,On Piazza,No Answer,2 - Rarely,1 - Never,4 - Frequently,2 - Rarely,4 - Frequently,4 - Frequently,3 - Occasionally,3 - Occasionally,4 - Frequently,1 - Never,Never,Never,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,4 - About the Same as other college courses.,5 - A Little Better than other OMS classes,4 - About the Same as non-OMS online classes.,4 - About the Same as other college courses.,5 - Good
User224,1,0,Somewhat confident,9 - 12 hours per week,All 26,All of them,Once per day,5 - A Little Too Fast,4 - About Right,7 - Strongly Agree,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,6 - Agree,On Piazza,No Answer,1 - Never,3 - Occasionally,2 - Rarely,5 - Always,4 - Frequently,2 - Rarely,4 - Frequently,1 - Never,4 - Frequently,4 - Frequently,Never,Never,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,5 - A Little Better than other college courses.,7 - Excellent
User225,1,0,Neither confident nor unconfident,9 - 12 hours per week,All 26,All of them,Once per day,5 - A Little Too Fast,4 - About Right,7 - Strongly Agree,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,5 - Agree Slightly,5 - Agree Slightly,On Piazza,No Answer,3 - Occasionally,4 - Frequently,1 - Never,1 - Never,3 - Occasionally,2 - Rarely,4 - Frequently,1 - Never,4 - Frequently,3 - Occasionally,Never,Never,6 - Significantly Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,5 - A Little Better than other OMS classes,N/A - I have not taken any non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User226,1,0,Very confident,18 - 21 hours per week,All 26,Most of them,Multiple times daily,4 - About Right,4 - About Right,No Answer,6 - Agree,6 - Agree,6 - Agree,6 - Agree,4 - Neither Agree nor Disagree,On Piazza,No Answer,3 - Occasionally,2 - Rarely,5 - Always,5 - Always,4 - Frequently,3 - Occasionally,5 - Always,3 - Occasionally,4 - Frequently,2 - Rarely,Frequently,Rarely,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,7 - Enormously Better than other college courses.,7 - Excellent
User92,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User227,1,0,Somewhat confident,12 - 15 hours per week,All 26,All of them,A few times a week,4 - About Right,4 - About Right,5 - Agree Slightly,5 - Agree Slightly,6 - Agree,5 - Agree Slightly,7 - Strongly Agree,7 - Strongly Agree,On Piazza|Via E-Mail,No Answer,1 - Never,1 - Never,4 - Frequently,2 - Rarely,3 - Occasionally,3 - Occasionally,3 - Occasionally,1 - Never,4 - Frequently,5 - Always,Rarely,Never,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,6 - Significantly Better than other college courses.,5 - A Little Better than other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - Good
User228,1,0,Neither confident nor unconfident,12 - 15 hours per week,All 26,Most of them,A few times a week,4 - About Right,4 - About Right,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,6 - Agree,6 - Agree,3 - Disagree Slightly,No Answer,No Answer,1 - Never,3 - Occasionally,3 - Occasionally,2 - Rarely,2 - Rarely,5 - Always,4 - Frequently,3 - Occasionally,4 - Frequently,4 - Frequently,Never,Never,6 - Significantly Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Enormously Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,7 - Excellent
User330,1,0,Somewhat confident,21 or more hours per week,All 26,Around half of them,A few times a week,5 - A Little Too Fast,4 - About Right,7 - Strongly Agree,4 - Neither Agree nor Disagree,6 - Agree,7 - Strongly Agree,6 - Agree,7 - Strongly Agree,On Piazza,No Answer,4 - Frequently,3 - Occasionally,3 - Occasionally,4 - Frequently,4 - Frequently,3 - Occasionally,2 - Rarely,3 - Occasionally,3 - Occasionally,3 - Occasionally,Never,Rarely,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,5 - A Little Better than other OMS classes,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
User93,1,0,Somewhat confident,15 - 18 hours per week,All 26,All of them,Multiple times daily,4 - About Right,5 - A Little Too Hard,6 - Agree,5 - Agree Slightly,5 - Agree Slightly,6 - Agree,7 - Strongly Agree,4 - Neither Agree nor Disagree,On Piazza,No Answer,1 - Never,1 - Never,3 - Occasionally,1 - Never,3 - Occasionally,3 - Occasionally,2 - Rarely,1 - Never,3 - Occasionally,5 - Always,Never,Never,4 - About the Same as other OMS classes,N/A - I have not taken any non-OMS online classes.,4 - About the Same as other college courses.,4 - About the Same as other OMS classes,5 - A Little Better than non-OMS online classes.,5 - A Little Better than other college courses.,5 - Good
User94,No submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User229,1,0,Neither confident nor unconfident,12 - 15 hours per week,20 to 25,Most of them,Multiple times daily,5 - A Little Too Fast,4 - About Right,7 - Strongly Agree,6 - Agree,6 - Agree,6 - Agree,7 - Strongly Agree,5 - Agree Slightly,On Piazza,No Answer,3 - Occasionally,3 - Occasionally,2 - Rarely,4 - Frequently,3 - Occasionally,3 - Occasionally,4 - Frequently,2 - Rarely,4 - Frequently,2 - Rarely,Never,Never,N/A - I have not taken any other OMS classes.,5 - A Little Better than non-OMS online classes.,4 - About the Same as other college courses.,N/A - I have not taken any other OMS classes.,6 - Significantly Better than non-OMS online classes.,6 - Significantly Better than other college courses.,6 - Very Good
